date,x,y,cluster_id
2021-02-09,3.2155128,4.780981,1
2021-02-10,3.2110808,4.651548,0
2021-02-11,1.7052608,6.575526,1
2021-02-12,3.2493122,4.748114,1
2021-02-13,3.2759714,4.7665963,1
2021-02-14,3.1321175,4.8390985,1
2021-02-15,3.6600802,4.026197,0
2021-02-16,2.9464474,4.932024,1
2021-02-17,2.6933084,5.272537,1
2021-02-18,4.1808305,3.9068224,2
2021-02-19,1.6117241,6.503061,1
2021-02-20,3.6397922,4.65005,1
2021-02-21,3.4506693,5.4489255,1
2021-02-22,1.9755129,0.51688075,0
2021-02-23,1.9744881,0.3380682,0
2021-02-24,1.661544,2.31201,0
2021-02-25,1.9153688,0.7428636,0
2021-02-26,5.951373,8.210286,0
2021-02-27,1.5850801,1.8910688,0
2021-02-28,1.571519,1.6780113,0
2021-03-01,1.0898713,5.5724673,1
2021-03-02,1.8806182,1.7141464,0
2021-03-03,2.4138439,4.8138013,1
2021-03-04,1.9278756,1.4234649,0
2021-03-05,2.0011768,3.1583445,0
2021-03-06,1.8933386,2.9918349,0
2021-03-07,2.6379323,4.919077,1
2021-03-08,2.9185748,4.5081954,1
2021-03-09,2.8346155,5.082938,1
2021-03-10,3.1414368,5.1734023,1
2021-03-11,3.497953,5.6139145,1
2021-03-12,4.230182,4.6852627,2
2021-03-13,1.6035548,6.6671815,1
2021-03-14,4.2226925,3.8511946,2
2021-03-15,2.4587116,0.7266583,0
2021-03-16,2.925756,4.252162,1
2021-03-17,2.8218262,5.057996,1
2021-03-18,2.4874146,1.310855,0
2021-03-19,3.073131,4.1304545,1
2021-03-20,4.053083,2.8224552,2
2021-03-21,4.0973735,2.7599354,2
2021-03-22,3.0587804,0.3305989,0
2021-03-23,3.9070497,2.8177764,2
2021-03-24,3.2071977,0.4613075,0
2021-03-25,6.582652,8.279383,0
2021-03-26,1.9556693,4.9762073,1
2021-03-27,3.6394684,3.0354857,2
2021-03-28,3.9586828,2.8519983,2
2021-03-29,3.0560079,5.1238804,1
2021-03-30,3.2838695,4.9967117,1
2021-03-31,6.166897,6.928337,2
2021-04-01,6.2005296,6.7896996,2
2021-04-02,6.2603774,6.774917,2
2021-04-03,6.5771055,7.4792337,2
2021-04-04,6.2277856,5.99985,2
2021-04-05,6.2780704,6.8730106,2
2021-04-06,6.6321306,7.468153,2
2021-04-07,6.8102117,8.164763,0
2021-04-08,2.444088,5.343631,1
2021-04-09,7.2258396,5.919802,2
2021-04-10,5.6541624,6.3516364,1
2021-04-11,6.7405214,5.9435725,2
2021-04-12,6.6416426,6.472611,2
2021-04-13,4.0855045,7.067325,1
2021-04-14,6.1896343,7.1585875,2
2021-04-15,6.3189096,6.8385444,2
2021-04-16,6.38128,7.817607,2
2021-04-17,6.571182,7.319017,2
2021-04-18,1.9860283,0.22828001,0
2021-04-19,2.76914,1.8015211,0
2021-04-20,6.505986,7.9031615,0
2021-04-21,3.450569,0.3638878,0
2021-04-22,3.1987925,0.42082533,0
2021-04-23,6.451633,8.387647,0
2021-04-24,3.312077,0.9957355,0
2021-04-25,3.4229126,0.7703285,0
2021-04-26,1.1616029,5.802544,1
2021-04-27,2.8480477,3.0101235,1
2021-04-28,2.767216,3.0378997,0
2021-04-29,2.4963446,2.7020516,0
2021-04-30,1.499049,6.1449714,1
2021-05-01,3.9028108,4.6137786,1
2021-05-02,3.9934263,4.554499,2
2021-05-03,3.0293946,3.983195,2
2021-05-04,2.5115418,0.3302346,0
2021-05-05,1.4089794,6.0581975,1
2021-05-06,2.6423082,3.2191446,0
2021-05-07,2.8743958,4.0792847,1
2021-05-08,2.9694104,4.1673317,1
2021-05-09,2.774245,3.4745362,0
2021-05-10,2.370852,0.85104144,0
2021-05-11,2.981507,4.1478333,1
2021-05-12,1.6722513,0.13891059,0
2021-05-13,1.6630859,1.9291993,0
2021-05-14,1.5576032,2.0388186,0
2021-05-15,1.6879894,0.5090058,0
2021-05-16,1.631004,1.8088889,0
2021-05-17,1.6932755,0.42735186,0
2021-05-18,1.5240456,1.7405735,0
2021-05-19,1.5943425,0.14670123,0
2021-05-20,0.90794134,5.566803,1
2021-05-21,1.5644453,0.19621745,0
2021-05-22,1.2481669,1.9935243,0
2021-05-23,1.5726478,0.25415006,0
2021-05-24,0.9138868,5.56001,1
2021-05-25,1.1606438,2.1175592,0
2021-05-26,0.977091,3.0104074,0
2021-05-27,0.97190624,2.3091753,0
2021-05-28,0.8493295,2.1984167,0
2021-05-29,0.9039039,2.2826617,0
2021-05-30,0.9682812,3.0896878,0
2021-05-31,0.9846916,3.164559,0
2021-06-01,0.6827102,2.433566,0
2021-06-02,0.9408766,2.971707,0
2021-06-03,1.0062383,3.1725569,1
2021-06-04,0.7495119,2.2105436,0
2021-06-05,0.7221857,2.3240805,0
2021-06-06,0.6474091,2.6927152,0
2021-06-07,0.7844284,2.2265549,0
2021-06-08,0.8003397,2.4542558,0
2021-06-09,0.93129677,5.5682225,1
2021-06-10,1.0847015,2.3187363,0
2021-06-11,1.2216024,2.9032862,0
2021-06-12,0.9615339,2.3165762,0
2021-06-13,1.0469422,5.648371,1
2021-06-14,2.834955,4.8370366,1
2021-06-15,3.23208,4.780359,1
2021-06-16,1.8953377,1.3505971,0
2021-06-17,1.9676967,2.8245032,0
2021-06-18,1.9295768,1.1279099,0
2021-06-19,1.955247,2.7646964,0
2021-06-20,3.2231195,2.7370524,0
2021-06-21,1.622774,0.19003238,0
2021-06-22,1.6620314,1.8937943,0
2021-06-23,1.6765094,2.3563392,0
2021-06-24,1.6855729,2.3869922,0
2021-06-25,1.7270106,0.4185647,0
